Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Toyota,Corolla,No,"$1,500","117,961",," Chassis Damage, Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007340024/2014-toyota-corolla-fielder-station-wagon?referringPage=SearchResults
Holden,Commodore,No,"$1,500","210,801",," Front Damage, Right Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","9spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340028/2019-holden-commodore-lt-wagon-2-0pt-9at-station-wagon?referringPage=SearchResults
Peugeot,2008,Yes,N/A,"95,979",, Selling Registered,"4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320030/2014-peugeot-2008-allure1-6auto-1-6p4-4d-hatch?referringPage=SearchResults
Volkswagen,Golf,No,$600,"159,954",," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340050/2006-volkswagen-golf-gti-hatch?referringPage=SearchResults
Toyota,Camry,No,$850,"212,119",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340053/2005-toyota-camry-3-0p-v6-ateva-sedan-sedan?referringPage=SearchResults
CARAVAN,Lunar Saturn,No,"$2,500",N/A,0," Left Front Damage, Left Rear Damage, Left Side Damage, Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007340093/1994-caravan-lunar-saturn-caravan?referringPage=SearchResults
Toyota,Vellfire,No,$500,"156,700",, Selling De-Registered,N/A,7,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007330133/2012-toyota-vellfire-station-wagon?referringPage=SearchResults
Toyota,Prius,No,$850,N/A,," Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007340174/2014-toyota-prius-hatch?referringPage=SearchResults
BMW,320i,No,$0,"158,006",," Front Damage, Rear Damage, Right Side Damage, Underbody Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340205/2014-bmw-320i-gran-turismo-sedan?referringPage=SearchResults
Mitsubishi,Delica,No,$850,"132,178",," Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350218/2014-mitsubishi-delica-d2-station-wagon?referringPage=SearchResults
Jeep,Commander,No,$500,N/A,," Left Front Damage, Left Side Damage, Roof Damage, Rolled, Right Side Damage, Dismantled - Interior, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350220/2009-jeep-commander-5-7l-v8-station-wagon?referringPage=SearchResults
Peugeot,208,No,$850,"103,561",," Front Damage, Glass Broken, Structural Damage, Selling De-Registered","Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350223/2015-peugeot-208-gti-1-6-turbo-hatch?referringPage=SearchResults
Subaru,Impreza,No,$600,N/A,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350224/2006-subaru-impreza-station-wagon?referringPage=SearchResults
Toyota,Corolla,No,$850,"133,023",," Left Rear Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350225/2010-toyota-corolla-1-8p-gx-hatch-5-4a-hatch?referringPage=SearchResults
Volkswagen,Golf,No,"$1,600","128,507",," Front Damage, Right Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350226/2015-volkswagen-golf-hatch?referringPage=SearchResults
Mazda,Axela,No,$725,"120,720",," Front Damage, Glass Broken, Left Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350227/2011-mazda-axela-hatch?referringPage=SearchResults
Suzuki,Swift,No,N/A,N/A,," Front Damage, Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350228/2025-suzuki-swift-glsc-1-2pmh-cvt-hatch?referringPage=SearchResults
Nissan,Juke,No,$850,"93,405",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350229/2013-nissan-juke-hatch?referringPage=SearchResults
Toyota,Wish,Yes,$700,"220,969",, Selling Registered,N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350234/2004-toyota-wish-station-wagon?referringPage=SearchResults
Nissan,Maxima,No,$200,"384,731",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350235/2002-nissan-maxima-ti-lthr-3-o-auto-f--sedan?referringPage=SearchResults
Nissan,Bluebird,No,$600,"74,070",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350238/2007-nissan-bluebird-sylphy-sedan?referringPage=SearchResults
Volkswagen,Polo,No,$500,"99,211",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350239/2011-volkswagen-polo-hatch?referringPage=SearchResults
Toyota,Corolla,No,$400,"134,568",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340242/2007-toyota-corolla-1-8p-gx-hatch-5-6m-hatch?referringPage=SearchResults
Mazda,Demio,No,$500,"136,262",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350243/2012-mazda-demio-hatch?referringPage=SearchResults
Honda,Accord,No,$400,N/A,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007350244/2014-honda-accord-hybrid-sedan?referringPage=SearchResults
Mazda,CX-5,No,$200,"164,339",," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007350245/2013-mazda-cx-5-station-wagon?referringPage=SearchResults
Holden,Commodore,No,$50,N/A,," Front Damage, Roof Damage, Vandalised - Entire Vehicle, Underbody Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350246/2004-holden-commodore-executive-v6-sedan?referringPage=SearchResults
Vespa,Piaggio,Yes,$225,"22,142",," Front Damage, Right Side Damage, Selling Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350248/2003-vespa-piaggio-px200-scooter?referringPage=SearchResults
Toyota,Corolla,No,$700,"192,258",," Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","5spd Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350249/2006-toyota-corolla-1-8p-gl-hatch5-5m-hatch?referringPage=SearchResults
Audi,S3,No,"$1,500","174,699",," Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350250/2009-audi-s3-hatch?referringPage=SearchResults
Toyota,Estima,No,$700,N/A,," Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350261/2000-toyota-estima-station-wagon?referringPage=SearchResults
Toyota,Aqua,No,"$1,300",N/A,," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007350262/2015-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Nissan,Tiida,No,$600,"132,270",," Front Damage, Roof Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350263/2006-nissan-tiida-hatch?referringPage=SearchResults
Suzuki,Ignis,No,$750,"93,312",," Airbags Deployed, Front Damage, Left Rear Damage, Rear Damage, Right Front Damage, Right Rear Damage, Airbags Deployed, Structural Damage, Selling De-Registered","CVT,",4,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350264/2017-suzuki-ignis-ltdc-1-2p-cvt-station-wagon?referringPage=SearchResults
