Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Toyota,Aqua,2018,No,"$2,000",,1.0," Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007160000/2018-toyota-aqua-hatch?referringPage=SearchResults
Jeep,Cherokee,2005,No,$600,,0.0," Engine Damage, Water Damage, Selling De-Registered",,5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007170079/2005-jeep-cherokee-off-road?referringPage=SearchResults
Mazda,MAZDA3,2008,No,$600,"305,196",2.0," Chassis Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007170107/2008-mazda-mazda3-sporthatch-gsx-2-0-hatch?referringPage=SearchResults
Honda,fit,2009,Yes,$600,"201,170",1.0," Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007170130/2009-honda-fit-hatch?referringPage=SearchResults
Ford,Territory,2013,Yes,$0,,," Right Rear Damage, Selling Registered","6spd Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007160143/2013-ford-territory-titanium-awd-diesel-station-wagon?referringPage=SearchResults
COMPASS,Rallue,1994,No,"$1,600",1,0.0," Chassis Damage, Structural Damage, Selling De-Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000007160145/1994-compass-rallue-caravan?referringPage=SearchResults
Holden,Commodore,2003,Yes,$775,"191,898",2.0," Right Rear Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007170170/2003-holden-commodore-acclaim-wagon-auto-station-wagon?referringPage=SearchResults
Mazda,Biante,2013,Yes,,"82,673",," Drives, Has Key, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007150213/2013-mazda-biante-5d-station-wagon?referringPage=SearchResults
Volkswagen,Golf,2011,Yes,,"112,356",," Drives, Has Key, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007150229/2011-volkswagen-golf-5d-hatch?referringPage=SearchResults
HOMEBUILT,Domestic,2012,No,$400,,0.0," Front Damage, Structural Damage, Selling De-Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000007150236/2012-homebuilt-domestic-trailer?referringPage=SearchResults
